site_code,site_name,start_date,end_date,duration_years,pct_missing_sea_level,p99_sea_level,p99_total_precip_mm,joint_exceedances,CPR
1359139,Hudson_River_At_Albany_Ny,1987-09-15 20:00:00,2021-04-07 03:00:00,33.55783709787816,2.060671162841292,1.9187349999999976,22.012224239759274,1949,2.712747580511053
763A,Dauphin_Island_AL,1981-03-31 19:00:00,2018-12-31 22:00:00,37.752224503764545,12.239378739348522,1.555,33.4835035311777,2226,3.078625267962105
8539094,Burlington,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,2.7006404448047667,7.851,24.16405529730231,938,2.2796848181967135
8513388,Moriches_Cgs,1989-07-18 17:00:00,2014-01-22 17:00:00,24.514715947980836,3.005160611827992,1.4324899999999998,24.61343836784173,89,2.564805693419498
8570283,Ocean_City_Inlet,1997-12-01 00:00:00,2021-07-31 22:00:00,23.66324435318275,3.457135282350389,3.532,23.856239140009052,1382,3.190503733982301
MTB,Middle_River_at_Tracy_Blvd,1987-10-01 09:00:00,2021-06-02 18:00:00,33.67008898015058,2.3021256123755767,2.1824,13.55719858395846,1762,2.458683440826193
565A,Port_San_Luis_CA,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,8.38589591557964,3.173,16.507006406687825,1286,1.6864214759524507
8770733,Lynchburg_Landing,1996-01-01 00:00:00,2017-08-29 06:00:00,21.659137577002053,12.777096028356095,2.288,26.039718515465683,528,4.203622401811939
9075014,Harbor_Beach_Mi,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,0.09276020643362305,177.431,18.901534378528556,1012,1.1442010532450821
9418767,North_Spit,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,1.4134434552339294,6.829,25.568811957597212,2302,2.635882144468028
773A,Clearwater_Bch_FL,1996-01-01 00:00:00,2018-12-31 22:00:00,22.99794661190965,3.1266274184988814,1.62,22.337190976107845,1170,2.4106766100502153
9444900,Port_Townsend,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,0.732303142578438,3.892,19.360189258958222,2815,3.1983832859065453
S22_T,BiscayneBay_S22_T,1983-12-14 12:00:00,2020-12-31 22:00:00,37.04859685147159,3.098106712564544,0.8443,16.27101629972425,1659,2.120527758582275
752A,Fort_Pulaski_GA,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,0.4776415136822828,3.653,24.114724099636035,1155,1.3961712455291686
8771013,Eagle_Point,1993-08-01 00:00:00,2021-08-31 22:00:00,28.082135523613964,2.1422391557774247,2.148,26.0730990767474,1998,3.337108671821712
8761955,Carrollton,1996-09-24 00:00:00,2021-08-31 22:00:00,24.933607118412045,1.0435013335407222,10.83,25.950842401636027,394,1.22184456067928
8760721,Pilottown,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,1.9196512479276013,2.393,29.079413613879932,461,1.9080644089337095
8454000,Providence,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,1.5170939571521946,2.82,24.25183900186301,1519,1.7417287581956675
9431647,Port_Orford,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,4.254483534424961,9.559,31.81241203822646,2512,3.1391359408801303
8534720,Atlantic_City,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,2.475774962260385,3.23,24.156057238578686,2040,2.3729720830247243
8518643,Randalls_Island,1981-04-30 19:00:00,2014-08-09 23:00:00,33.275838466803556,1.0668458455747494,3.03788,24.6328383684044,19,2.1965393220130744
742A,Woods_Hole_MA,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,2.239301100286705,1.705,27.157045602798433,2083,2.5769748028122965
9443090,Neah_Bay,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,0.8323798868233223,3.3773499999999768,32.41387596722453,3056,3.4674779563513884
576A,Humboldt_Bay_CA,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,1.4341253996607575,6.821,25.72540542482776,2177,2.6592161755640236
556A,Crescent_City_CA,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,1.2566985394557109,3.487,37.66102218619372,2330,2.835197159306233
9414863,Richmond,1996-01-01 00:00:00,2021-08-31 22:00:00,25.66461327857632,2.4720109867154965,5.596,15.960665762422622,1411,2.6105341885085824
8721604,Trident_Pier,1994-10-21 10:00:00,2021-08-31 22:00:00,26.861054072553046,1.7432700433587995,6.972,18.73236191270708,1121,1.945480247366122
1310521,Hudson_Bay_At_Freeport_Ny,1999-10-15 19:00:00,2021-04-07 03:00:00,21.475701574264203,0.4525535813879373,1.2893,25.7448256015777,1139,2.482615633717668
8638610,Sewells_Point,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,0.5027056899439225,2.536,23.615487743154485,2349,2.658225196774924
9449424,Cherry_Point,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,1.0758238398074458,4.988,23.41274321069015,2817,3.2056089668284935
740A,Eastport_ME,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,1.8583287050240922,7.844,24.31339967250203,911,1.1153113680555822
9063020,Buffalo_Ny,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,0.04047718098921733,175.136,19.596374779939612,1608,1.8267332239656602
8575512,Annapolis,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,1.9174070260974945,2.161,24.33604687449242,2626,3.0129467061562147
8447930,Woods_Hole,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,2.0063343161154763,1.7152700000000187,27.231777012274968,2206,2.5625187958771907
8720226,Southbank_Riverwalk,1997-04-01 00:00:00,2021-08-31 22:00:00,24.416153319644078,8.828572095956646,0.58,18.62285191665936,505,1.7380423481046339
8747437,Bay_Waveland_Yacht_Club,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,7.805964580568967,1.665,31.10876873656699,2006,3.1664551772731073
9412110,Port_San_Luis,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,0.8264346889368279,3.173,16.50198906649492,1520,1.734027294250851
584A,Port_Angeles_WA,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,24.632612317807233,3.716,23.620911002157,2968,4.751769850807189
8573927,Chesapeake_City,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,4.723806424646044,2.243,23.442173010835102,989,2.2620654868647554
9087068,Kewaunee_Lake_Michigan_Wi,1981-01-01 00:00:00,2021-08-02 04:00:00,40.58316221765914,6.976953369856391,177.449,18.817435118112297,1528,1.8671560028214425
9052000,Cape_Vincent_Ny,1981-01-01 00:00:00,2021-07-02 03:00:00,40.498288843258045,3.669453426926414,75.688,20.250603795000416,1096,1.2833349633392475
769A,Rockport_TX,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,2.489980335940197,2.419,20.05780652165403,2489,3.0834522285024693
8311030,Ogdensburg_Ny,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,0.34855350296270476,75.261,18.967309594154308,1249,1.4164050315545766
S25_T,Miami_S25_T,1981-01-01 00:00:00,2020-12-31 22:00:00,39.997262149212865,3.851539617669455,0.8778,17.371626078988726,1825,2.1693846005724535
8720030,Fernandina_Beach,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,3.078230767720235,2.799,19.918111534559483,1274,1.5097088765807822
S46_T,S46_T_Loxahatchee_SouthwestFork,1995-12-26 11:00:00,2017-12-31 22:00:00,22.015058179329227,2.034239051586561,1.5953619999999995,16.628660857668123,593,1.2544694517549388
1407081,Raritan_Bay_At_Keansburg_Nj,2000-10-30 00:00:00,2021-01-29 13:00:00,20.249144421629023,20.817607228562736,1.14,24.6685690569208,899,2.5929906880985505
9099044,Ontonagon_Mi,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,1.751762443922239,183.895,17.580991093291228,1530,1.7831967335565266
592A,South_Beach_OR,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,0.8568126210240322,4.311,29.91401964424956,2745,3.3268195323685736
RRI,Rough_and_Ready_Island,2000-08-28 17:00:00,2021-01-01 06:00:00,20.34223134839151,1.0979398207857167,2.0848,14.532469540764165,952,2.1630719638509266
9087079,Green_Bay_Wi,1981-01-01 00:00:00,2020-10-27 19:00:00,39.81930184804928,1.5701451832838695,177.472,18.11185752606455,1648,1.9198288863892639
8461490,New_London,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,1.5768463633787884,2.253,26.2935310602188,2422,2.7804820068991623
9413450,Monterey,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,0.471006056593664,2.907,16.39266073696591,1811,2.044427949807921
9447130,Seattle,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,0.42079159314502446,6.142,19.597916134921345,2296,2.5961893671565583
8519483,Bergen_Point_West_Reach,1981-09-17 23:00:00,2021-08-31 22:00:00,39.950718685831625,4.86677402407547,3.288,24.20199534296644,1954,2.375774050395562
14246900,Columbia_River_At_Port_Westward_Near_Quincy_Or,1991-02-22 08:00:00,2021-05-02 00:00:00,30.187542778918548,0.006045926368174244,2.8743,23.625460266964566,1776,2.7056775000055264
8658120,Wilmington,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,1.2138434823590136,2.417,27.238554358439124,1284,1.4616285309740011
9014070,Algonac_Mi,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,1.3171949313574471,176.152,21.280835270789638,1003,1.1510744508342545
8772440,Freeport,1981-01-01 00:00:00,2008-03-19 13:00:00,27.211498973305954,1.3875497799203522,2.048,27.607541024668286,1352,2.3323442191433195
9087044,Calumet_Harbor_Il,1981-01-01 00:00:00,2021-08-02 04:00:00,40.58316221765914,0.8368071464510888,177.474,23.622126340818244,1414,1.6081752359751686
750A,Wilmington_NC,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,0.7268196760683889,2.398,27.348882988792397,1240,1.5067517916895068
8510560,Montauk,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,5.8730430920340595,2.221,26.59493327136256,2355,2.838682048477406
8670870,Fort_Pulaski,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,0.9972760757537079,3.664,24.1525243387343,1200,1.3701412465976222
S21A,BiscayneBay_S21A_T,1981-01-01 00:00:00,2020-12-31 22:00:00,39.997262149212865,1.4670358973188948,0.7877,15.088981837034133,1382,1.6129739246447685
9414290,San_Francisco,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,0.7187120410917017,3.819,15.936309099095014,2272,2.579408082582017
8533051,Toms_River,1981-01-01 00:00:00,2016-01-11 10:00:00,35.02532511978097,2.1508388075937246,-0.12915000000000054,23.742698967397434,35,5.784803680654655
744A,New_London_CT,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,1.3944970654017623,2.244,26.311668574767253,2267,2.7629079478120975
9063032,Barcelona_Ny,1981-01-01 00:00:00,2019-10-20 11:00:00,38.79808350444901,0.7391595808488869,175.25895999999997,20.891442894935448,33,2.946567186121729
741A,Boston_MA,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,0.4641318542758072,4.543520000000019,23.83599001168583,1366,1.6484396254714933
8454049,Quonset_Point,1999-10-17 15:00:00,2021-08-31 22:00:00,21.872689938398356,4.2353346128170895,8.571,25.797985158935173,934,2.061336422283823
8771450,Galveston_Pier_21,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,1.5257903167438585,2.171,28.419522046971206,2590,2.973518496713367
SR3,Three_Mile_Slough_at_San_Joaquin_R,1982-10-01 08:00:00,2021-03-16 15:00:00,38.455852156057496,8.881914615913999,2.161,14.94257757066806,2350,3.0881716716043845
767A,Galveston_PPier,1981-01-01 00:00:00,2011-07-20 16:00:00,30.546201232032853,0.6161659540302855,1.966,27.89842867843591,1618,2.4549114219955523
8311062,Alexandria_Bay_Ny,1983-06-01 21:00:00,2021-08-02 03:00:00,38.168377823408626,0.6769458831827515,75.52471999999997,19.70836986511696,1210,1.4714428477149837
551A,San_Francisco_CA,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,0.17532535763070595,3.816,16.013270735641036,2152,2.5946077856139036
8638863,Chesapeake_Bay_Bridge_Tunnel,1981-01-01 00:00:00,2017-09-28 11:00:00,36.73921971252567,0.5231814399443596,8.924,24.17855293616919,2151,2.6856284909729906
9063028,Sturgeon_Point_Ny,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,0.7254972509247911,175.113,20.285458967646218,1160,1.7266221099932828
9052030,Oswego_Ny,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,0.05818594767199991,75.697,21.818256806279532,1159,1.3176295688301192
9444090,Port_Angeles,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,1.5123957416783094,11.713,23.424917340232586,4075,4.663901894313979
2480212,Pascagoula_River_At_Mi_1_At_Pascagoula_Ms,1999-09-23 14:00:00,2021-03-11 17:00:00,21.464750171115675,5.558980463850684,0.7710940000000003,31.47468957604346,1104,2.5263900501805705
9014087,Dry_Dock_Mi,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,1.6165574157568672,176.982,18.118660886941008,1107,1.2797543970020706
1310740,Reynolds_Channel_At_Point_Lookout_Ny,1997-12-24 21:00:00,2021-04-07 03:00:00,23.28268309377139,0.5119963939775506,1.2984,25.680425167083786,1227,2.459435984583103
8774770,Rockport,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,1.8441892888902602,2.454,20.30067244713179,2572,2.9668186239252394
8720587,St_Augustine_Beach,1981-01-01 00:00:00,2002-07-15 18:00:00,21.533196440793976,6.614612854183993,2.777,21.66230164216924,390,1.8470183949949746
9063007,Ashland_Ave_Ny,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,1.7852123365452726,101.23435999999998,19.82706248755618,1412,1.6204557573060492
SGX,Sacramento_R_at_Snodgrass,1982-10-01 08:00:00,2021-04-26 13:00:00,38.56810403832991,3.636858388495507,5.3218,17.17134002980679,2585,3.185206242373514
9416841,Arena_Cove,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,2.335217737197345,10.879,26.11618095629626,2128,2.984044643584935
8452660,Newport,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,1.0732990902485755,2.022,27.569393813609977,1711,1.9520328609534208
MRU,Middle_River_at_Undine_Road,1982-10-04 21:00:00,2021-05-14 14:00:00,38.60643394934976,5.069110807760266,3.5082,13.335521072047028,1330,1.6589899181192647
LIR,Liberty_Island_RD2068,1997-12-18 14:00:00,2021-01-01 07:00:00,23.0362765229295,0.9784406349960882,2.2189,16.11518260833956,1586,3.1827270354380173
1409125,Barnegat_Bay_At_Barnegat_Light_Nj,2000-10-28 15:00:00,2021-03-30 12:00:00,20.416153319644078,15.719313928152411,0.7132,23.74995622037694,1118,2.975961140718663
9075002,Lakeport_Mi,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,2.980132450331126,177.438,17.57915377612274,1028,1.1996495836187822
8574680,Baltimore,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,0.8741244028265973,2.085,24.266351461378715,2575,2.9354024046286087
S27_T,Miami_North_S27_T,1985-06-01 00:00:00,2020-12-31 22:00:00,35.58384668035592,2.066350163968059,0.8711,17.11698189916425,1487,1.9471709556331636
8726384,Port_Manatee,1990-05-31 13:00:00,2021-08-31 22:00:00,31.252566735112936,6.331715151293937,0.996,17.783634960648797,1145,2.288543291281965
8729210,Panama_City_Beach,1993-01-01 00:00:00,2021-07-31 22:00:00,28.577686516084874,4.328736503881693,8.976,29.740887880223,1425,2.9024779741874265
9446484,Tacoma,1997-07-03 10:00:00,2021-08-31 22:00:00,24.161533196440793,0.3120677201116079,4.048,20.754649650866632,1406,2.6645570662771725
9414575,Coyote_Creek,1983-11-03 21:00:00,2018-10-30 23:00:00,34.98973305954826,1.724683183197869,2.857,14.205107427198875,278,1.8391306173652775
578A,Santa_Monica_CA,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,2.412224740689593,2.691,15.319836358983073,980,1.2108279386477534
8635150,Colonial_Beach,1981-01-01 00:00:00,2010-08-17 18:00:00,29.623545516769337,4.841759113435169,1.666,22.12440386414516,1637,3.019169488330817
IBS,Ibis,1994-07-01 08:00:00,2021-01-01 07:00:00,26.50239561943874,33.255001205109664,2.3104,17.109720408916438,779,2.049858839731451
MDTS,MDTS,1991-11-22 12:00:00,2016-01-08 11:00:00,24.125941136208077,8.92762585574341,1.1857,15.09932056917928,760,1.624738120092405
MARKH,CalahootchieRiver_MarkH,1992-01-22 02:00:00,2020-12-31 22:00:00,28.941820670773442,18.788846191743026,0.8352,17.27161324014783,910,1.8097577660631323
8540433,Marcus_Hook,1981-09-10 20:00:00,2021-08-31 22:00:00,39.97262149212868,4.053618262400722,8.794,23.7775772808959,814,2.129950308111603
GYS,Goodyear_Slough,1994-08-15 07:00:00,2021-01-01 07:00:00,26.38193018480493,12.699284370743518,2.0544,15.9132161139859,1331,2.641750051734112
LIS,Yolo_Bypass_at_Lisbon,1982-10-01 08:00:00,2021-04-29 13:00:00,38.57631759069131,4.998137009634322,5.8247,17.189151759040886,2360,2.9421547195486886
9076070,SW_Pier_St_Marys_River_Mi,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,0.44103261786168046,183.748,17.583388090133596,1885,2.1395900180892014
MAL,Sacramento_River_at_Mallard_Island,1987-10-05 19:00:00,2021-06-09 06:00:00,33.67556468172484,4.167513515710743,2.0117,14.171606898307932,2171,3.095595564376833
240A,Fernandina_Beach,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,17.95673906843393,2.799,20.08815291960326,1060,1.5569684031465973
S21_T,BiscayneBay_S21_T,1984-01-17 01:00:00,2020-12-31 22:00:00,36.955509924709105,5.11182996166359,0.7878880000000005,14.828581522612552,1294,1.6929103624749793
8720219,Dames_Point,1995-09-19 21:00:00,2021-08-31 22:00:00,25.949349760438057,10.179624924167157,2.633,19.265275895595504,341,1.6711149512507126
774A,Port_Canaveral_FL,1994-10-21 10:00:00,2018-12-31 22:00:00,24.194387405886378,1.7623679284869,6.959,18.1674063205719,1021,1.9612078635556875
ROR,Roaring_River,1987-01-01 09:00:00,2011-10-07 12:00:00,24.763860369609855,18.351882220707193,2.0269,14.6753564476966,1066,2.406958196061304
1407600,Shrewsbury_River_At_Sea_Bright_Nj,2000-01-17 19:00:00,2021-04-06 13:00:00,21.215605749486652,39.63332347643754,0.9205,25.216977931979653,858,3.104674997227686
9410170,San_Diego,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,1.0834150907859117,3.206,9.684767246170498,1183,1.3451089022691416
8551910,Reedy_Point,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,4.42111700531039,2.448,23.7998217344284,1608,1.8969614853442631
14144700,Columbia_River_At_Vancouver_Wa,1998-02-04 23:00:00,2021-05-02 05:00:00,23.236139630390145,0.0,4.4928,21.349756658077155,681,1.3389368545842149
S36_T,S36_T,1985-06-01 00:00:00,2020-12-31 22:00:00,35.58384668035592,3.696413859869018,0.9393809999999998,16.645314262575496,2286,3.045272829197471
279A,Montauk_NY,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,6.233957279454811,2.211,26.36245976389769,2261,2.903092687614162
8761927,New_Canal_Station,1982-11-22 02:00:00,2021-08-31 22:00:00,38.77344284736482,3.113774569075841,2.018,27.37942063807618,2054,3.7164001928429338
8726520,St_Petersburg,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,0.9933486875510209,1.967,19.252725423274235,2455,2.784639313705984
755A,Virginia_Key_FL,1994-01-28 16:00:00,2018-12-31 22:00:00,24.922655715263517,0.5217892795188553,4.025,17.18624316155902,851,1.5778179380858952
761A,Panama_City_Beach,1993-01-01 00:00:00,2018-12-31 22:00:00,25.9958932238193,23.473144276292985,3.944,29.935254216192117,1236,2.8424742634724236
S40_T,S40_T,1985-09-01 00:00:00,2020-12-31 22:00:00,35.331964407939765,2.7216111421404197,0.9482880000000005,16.391829222402638,1425,1.891572805379471
14207770,Willamette_River_Below_Falls_At_Oregon_City_Or,1988-10-01 08:00:00,2021-05-02 05:00:00,32.580424366872,0.0,7.2969,21.46797016254017,2129,2.982649160235251
COCO1,Cocohatchee_River_COCO1_T,1994-06-28 13:00:00,2020-12-31 22:00:00,26.510609171800137,2.5197717747695805,1.0389649999999964,17.611708314869315,1647,2.9155925403791825
8726607,Old_Port_Tampa,1996-03-01 00:00:00,2021-08-31 22:00:00,25.50034223134839,8.142369575816675,9.657,17.897437918966205,1297,2.848658463486665
1378570,Hackensack_River_At_Hackensack_Nj,2000-04-21 07:00:00,2021-04-06 13:00:00,20.958247775496236,53.79013427531065,1.2344,24.888175725834497,500,2.3555459313315033
8418150,Portland,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,1.448364663605174,5.96,27.51527354121197,1446,1.649607544399165
9063009,American_Falls_Ny,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,0.3513644183091782,170.678,19.82706248755618,1464,1.676476999100839
253A,Newport_RI,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,0.2461760158513337,2.015,27.52355193670712,1599,1.9409759628535312
8411250,Cutler_Naval_Base,1981-01-01 00:00:00,2010-11-11 14:00:00,29.859000684462696,5.166966560844135,11.36,25.5361855029718,752,1.2680164018874704
14211820,Columbia_Slough_At_Portland_Or,1995-10-01 08:00:00,2021-05-02 06:00:00,25.582477754962355,0.001783492881634036,5.017,21.807686088331998,829,1.4785024143525656
9414750,Alameda,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,0.4056430957918035,3.235,15.936309099095014,2150,2.442010130912014
11304810,San_Joaquin_R_Bl_Garwood_Bridge_A_Stockton_Ca,1995-08-01 23:00:00,2021-04-06 15:00:00,25.678302532511978,2.535171225118052,4.5659,14.513041520000023,1208,2.221744413851288
8656483,Beaufort,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,0.5726301349068246,1.89,29.20359460267382,1484,1.6820967687396657
8770570,Sabine_Pass_North,1985-01-28 18:00:00,2020-09-30 13:00:00,35.66872005475702,2.396927327849769,1.913,32.99049454927349,2287,3.0146869104221494
OLD,Old_River_Near_Tracy,1985-03-29 23:00:00,2021-01-01 07:00:00,35.75906913073238,6.9119190488495015,2.4567,13.058805215693965,1636,2.25230738371837
765A,Grand_Isle_LA,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,2.1429321965205124,2.424,27.72249996662135,1963,2.4135872794467748
766A,Sabine_Pass_N_TX,1985-01-28 18:00:00,2018-12-31 22:00:00,33.921971252566735,2.1825029845476096,1.892,32.900796532630864,2192,3.0400685636528504
252A,Portland_ME,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,0.9105510439964574,5.956,27.538016855613662,1343,1.6312145271944298
9014098,Fort_Gratiot_Mi,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,1.0481903326999404,177.37,18.062025308608998,1139,1.3034859854955134
G93_T,G93_T,1991-10-25 14:00:00,2020-12-31 22:00:00,29.1854893908282,4.588253227489652,0.8525910000000003,16.559562741467694,1507,2.4699806763843317
G54_T,G54_T_WestFortLauderdale,1991-08-22 14:00:00,2020-12-31 22:00:00,29.360711841204655,2.962099578452513,0.9563,17.33380198468466,2106,3.3785934104400335
8737048,Mobile_State_Docks,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,5.422600996995548,1.343,30.738511681555202,1359,3.76496935730641
8637624,Gloucester_Point,1981-01-01 00:00:00,2003-09-18 18:00:00,22.71047227926078,1.3048784775413236,1.568,24.463957258711826,1239,2.5443962973539054
8531680,Sandy_Hook,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,3.040359524337183,2.688,24.8149335384368,2069,2.40337778271528
8770777,Manchester,1998-01-01 00:00:00,2021-08-31 22:00:00,23.66324435318275,3.5255838615603388,2.684,25.800596117924137,1144,4.840162591156913
8778490,Port_Mansfield,1996-01-01 00:00:00,2021-07-31 22:00:00,25.579739904175224,5.119172370738668,1.257,14.96233612292818,465,2.2084523038201813
555A,Monterey_CA,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,0.266890826941263,2.904,16.429642329988976,1683,2.030248793432802
8639348,Money_Point,1997-12-18 18:00:00,2021-08-31 22:00:00,23.701574264202602,2.058496532273202,7.958,23.77431511878964,1337,2.6390741357406897
S80_T,S80_T_SaintLucieEstuary,1998-05-17 09:00:00,2020-12-31 22:00:00,22.625598904859686,49.902697252331734,0.8588,15.667557805723751,537,2.164340701369123
8419870,Seavey_Island,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,5.997121785502888,3.642,26.125475764274533,281,1.6417931968031234
9414523,Redwood_City,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,3.4347815109784525,4.78,15.826355814920117,1131,2.097110042283351
8779770,Port_Isabel,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,2.130004188605307,1.941,17.206788062935598,2212,2.5902209329384647
S28_T,Miami_North_S28_T,1981-01-01 00:00:00,2020-12-31 22:00:00,39.997262149212865,3.84155784154073,0.8509,17.46881306020886,1599,1.8970167751421079
567A,Los_Angeles_CA,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,0.0,3.124,11.749255249867417,1124,1.3508600783483358
9440910,Toke_Point,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,1.656045225692736,4.478359999999986,25.453332543346487,3475,4.21401044286678
9044036,Fort_Wayne_Mi,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,0.2827780838552266,175.663,18.529414026551173,1135,1.283414076539619
S37A,S37A,1985-06-01 00:00:00,2020-12-31 22:00:00,35.58384668035592,2.9879692644037044,0.9592,16.6746377944946,1538,2.032988273531772
